,ds,timeframe,y
0,2020-03-20 00:00:00,Historical Data,57.0
1,2020-03-20 01:00:00,Historical Data,35.0
2,2020-03-20 02:00:00,Historical Data,29.0
3,2020-03-20 03:00:00,Historical Data,27.0
4,2020-03-20 04:00:00,Historical Data,27.0
5,2020-03-20 05:00:00,Historical Data,82.0
6,2020-03-20 06:00:00,Historical Data,113.0
7,2020-03-20 07:00:00,Historical Data,196.0
8,2020-03-20 08:00:00,Historical Data,239.0
9,2020-03-20 09:00:00,Historical Data,290.0
10,2020-03-20 10:00:00,Historical Data,309.0
11,2020-03-20 11:00:00,Historical Data,295.0
12,2020-03-20 12:00:00,Historical Data,316.0
13,2020-03-20 13:00:00,Historical Data,341.0
14,2020-03-20 14:00:00,Historical Data,353.0
15,2020-03-20 15:00:00,Historical Data,399.0
16,2020-03-20 16:00:00,Historical Data,418.0
17,2020-03-20 17:00:00,Historical Data,406.0
18,2020-03-20 18:00:00,Historical Data,324.0
19,2020-03-20 19:00:00,Historical Data,258.0
20,2020-03-20 20:00:00,Historical Data,201.0
21,2020-03-20 21:00:00,Historical Data,173.0
22,2020-03-20 22:00:00,Historical Data,127.0
23,2020-03-20 23:00:00,Historical Data,108.0
24,2020-03-21 00:00:00,Historical Data,67.0
25,2020-03-21 01:00:00,Historical Data,47.0
26,2020-03-21 02:00:00,Historical Data,23.0
27,2020-03-21 03:00:00,Historical Data,25.0
28,2020-03-21 04:00:00,Historical Data,43.0
29,2020-03-21 05:00:00,Historical Data,55.0
30,2020-03-21 06:00:00,Historical Data,62.0
31,2020-03-21 07:00:00,Historical Data,82.0
32,2020-03-21 08:00:00,Historical Data,117.0
33,2020-03-21 09:00:00,Historical Data,129.0
34,2020-03-21 10:00:00,Historical Data,205.0
35,2020-03-21 11:00:00,Historical Data,200.0
36,2020-03-21 12:00:00,Historical Data,213.0
37,2020-03-21 13:00:00,Historical Data,174.0
38,2020-03-21 14:00:00,Historical Data,223.0
39,2020-03-21 15:00:00,Historical Data,203.0
40,2020-03-21 16:00:00,Historical Data,192.0
41,2020-03-21 17:00:00,Historical Data,177.0
42,2020-03-21 18:00:00,Historical Data,146.0
43,2020-03-21 19:00:00,Historical Data,116.0
44,2020-03-21 20:00:00,Historical Data,125.0
45,2020-03-21 21:00:00,Historical Data,111.0
46,2020-03-21 22:00:00,Historical Data,89.0
47,2020-03-21 23:00:00,Historical Data,59.0
48,2020-03-22 00:00:00,Historical Data,56.0
49,2020-03-22 01:00:00,Historical Data,44.0
50,2020-03-22 02:00:00,Historical Data,24.0
51,2020-03-22 03:00:00,Historical Data,16.0
52,2020-03-22 04:00:00,Historical Data,15.0
53,2020-03-22 05:00:00,Historical Data,26.0
54,2020-03-22 06:00:00,Historical Data,34.0
55,2020-03-22 07:00:00,Historical Data,53.0
56,2020-03-22 08:00:00,Historical Data,37.0
57,2020-03-22 09:00:00,Historical Data,65.0
58,2020-03-22 10:00:00,Historical Data,70.0
59,2020-03-22 11:00:00,Historical Data,97.0
60,2020-03-22 12:00:00,Historical Data,84.0
61,2020-03-22 13:00:00,Historical Data,78.0
62,2020-03-22 14:00:00,Historical Data,112.0
63,2020-03-22 15:00:00,Historical Data,101.0
64,2020-03-22 16:00:00,Historical Data,99.0
65,2020-03-22 17:00:00,Historical Data,95.0
66,2020-03-22 18:00:00,Historical Data,92.0
67,2020-03-22 19:00:00,Historical Data,77.0
68,2020-03-22 20:00:00,Historical Data,77.0
69,2020-03-22 21:00:00,Historical Data,64.0
70,2020-03-22 22:00:00,Historical Data,73.0
71,2020-03-22 23:00:00,Historical Data,54.0
72,2020-03-23 00:00:00,Historical Data,51.0
73,2020-03-23 01:00:00,Historical Data,27.0
74,2020-03-23 02:00:00,Historical Data,18.0
75,2020-03-23 03:00:00,Historical Data,19.0
76,2020-03-23 04:00:00,Historical Data,39.0
77,2020-03-23 05:00:00,Historical Data,59.0
78,2020-03-23 06:00:00,Historical Data,64.0
79,2020-03-23 07:00:00,Historical Data,119.0
80,2020-03-23 08:00:00,Historical Data,139.0
81,2020-03-23 09:00:00,Historical Data,143.0
82,2020-03-23 10:00:00,Historical Data,174.0
83,2020-03-23 11:00:00,Historical Data,167.0
84,2020-03-23 12:00:00,Historical Data,166.0
85,2020-03-23 13:00:00,Historical Data,193.0
86,2020-03-23 14:00:00,Historical Data,177.0
87,2020-03-23 15:00:00,Historical Data,198.0
88,2020-03-23 16:00:00,Historical Data,193.0
89,2020-03-23 17:00:00,Historical Data,167.0
90,2020-03-23 18:00:00,Historical Data,126.0
91,2020-03-23 19:00:00,Historical Data,116.0
92,2020-03-23 20:00:00,Historical Data,97.0
93,2020-03-23 21:00:00,Historical Data,69.0
94,2020-03-23 22:00:00,Historical Data,57.0
95,2020-03-23 23:00:00,Historical Data,58.0
96,2020-03-24 00:00:00,Historical Data,38.0
97,2020-03-24 01:00:00,Historical Data,25.0
98,2020-03-24 02:00:00,Historical Data,16.0
99,2020-03-24 03:00:00,Historical Data,19.0
100,2020-03-24 04:00:00,Historical Data,29.0
101,2020-03-24 05:00:00,Historical Data,54.0
102,2020-03-24 06:00:00,Historical Data,80.0
103,2020-03-24 07:00:00,Historical Data,93.0
104,2020-03-24 08:00:00,Historical Data,134.0
105,2020-03-24 09:00:00,Historical Data,135.0
106,2020-03-24 10:00:00,Historical Data,163.0
107,2020-03-24 11:00:00,Historical Data,165.0
108,2020-03-24 12:00:00,Historical Data,162.0
109,2020-03-24 13:00:00,Historical Data,171.0
110,2020-03-24 14:00:00,Historical Data,197.0
111,2020-03-24 15:00:00,Historical Data,195.0
112,2020-03-24 16:00:00,Historical Data,171.0
113,2020-03-24 17:00:00,Historical Data,148.0
114,2020-03-24 18:00:00,Historical Data,124.0
115,2020-03-24 19:00:00,Historical Data,109.0
116,2020-03-24 20:00:00,Historical Data,78.0
117,2020-03-24 21:00:00,Historical Data,52.0
118,2020-03-24 22:00:00,Historical Data,51.0
119,2020-03-24 23:00:00,Historical Data,40.0
120,2020-03-25 00:00:00,Historical Data,29.0
121,2020-03-25 01:00:00,Historical Data,33.0
122,2020-03-25 02:00:00,Historical Data,23.0
123,2020-03-25 03:00:00,Historical Data,20.0
124,2020-03-25 04:00:00,Historical Data,32.0
125,2020-03-25 05:00:00,Historical Data,47.0
126,2020-03-25 06:00:00,Historical Data,64.0
127,2020-03-25 07:00:00,Historical Data,104.0
128,2020-03-25 08:00:00,Historical Data,122.0
129,2020-03-25 09:00:00,Historical Data,128.0
130,2020-03-25 10:00:00,Historical Data,157.0
131,2020-03-25 11:00:00,Historical Data,138.0
132,2020-03-25 12:00:00,Historical Data,158.0
133,2020-03-25 13:00:00,Historical Data,163.0
134,2020-03-25 14:00:00,Historical Data,188.0
135,2020-03-25 15:00:00,Historical Data,192.0
136,2020-03-25 16:00:00,Historical Data,172.0
137,2020-03-25 17:00:00,Historical Data,151.0
138,2020-03-25 18:00:00,Historical Data,138.0
139,2020-03-25 19:00:00,Historical Data,93.0
140,2020-03-25 20:00:00,Historical Data,77.0
141,2020-03-25 21:00:00,Historical Data,62.0
142,2020-03-25 22:00:00,Historical Data,46.0
143,2020-03-25 23:00:00,Historical Data,45.0
144,2020-03-26 00:00:00,Historical Data,41.0
145,2020-03-26 01:00:00,Historical Data,23.0
146,2020-03-26 02:00:00,Historical Data,15.0
147,2020-03-26 03:00:00,Historical Data,18.0
148,2020-03-26 04:00:00,Historical Data,34.0
149,2020-03-26 05:00:00,Historical Data,40.0
150,2020-03-26 06:00:00,Historical Data,59.0
151,2020-03-26 07:00:00,Historical Data,104.0
152,2020-03-26 08:00:00,Historical Data,139.0
153,2020-03-26 09:00:00,Historical Data,144.0
154,2020-03-26 10:00:00,Historical Data,174.0
155,2020-03-26 11:00:00,Historical Data,143.0
156,2020-03-26 12:00:00,Historical Data,156.0
157,2020-03-26 13:00:00,Historical Data,168.0
158,2020-03-26 14:00:00,Historical Data,202.0
159,2020-03-26 15:00:00,Historical Data,207.0
160,2020-03-26 16:00:00,Historical Data,180.0
161,2020-03-26 17:00:00,Historical Data,189.0
162,2020-03-26 18:00:00,Historical Data,135.0
163,2020-03-26 19:00:00,Historical Data,98.0
164,2020-03-26 20:00:00,Historical Data,78.0
165,2020-03-26 21:00:00,Historical Data,52.0
166,2020-03-26 22:00:00,Historical Data,39.0
167,2020-03-26 23:00:00,Historical Data,52.0
168,2020-03-27 00:00:00,Historical Data,48.0
169,2020-03-27 01:00:00,Historical Data,29.0
170,2020-03-27 02:00:00,Historical Data,23.0
171,2020-03-27 03:00:00,Historical Data,20.0
172,2020-03-27 04:00:00,Historical Data,32.0
173,2020-03-27 05:00:00,Historical Data,42.0
174,2020-03-27 06:00:00,Historical Data,75.0
175,2020-03-27 07:00:00,Historical Data,93.0
176,2020-03-27 08:00:00,Historical Data,134.0
177,2020-03-27 09:00:00,Historical Data,134.0
178,2020-03-27 10:00:00,Historical Data,168.0
179,2020-03-27 11:00:00,Historical Data,165.0
180,2020-03-27 12:00:00,Historical Data,145.0
181,2020-03-27 13:00:00,Historical Data,169.0
182,2020-03-27 14:00:00,Historical Data,177.0
183,2020-03-27 15:00:00,Historical Data,179.0
184,2020-03-27 16:00:00,Historical Data,211.0
185,2020-03-27 17:00:00,Historical Data,190.0
186,2020-03-27 18:00:00,Historical Data,132.0
187,2020-03-27 19:00:00,Historical Data,106.0
188,2020-03-27 20:00:00,Historical Data,84.0
189,2020-03-27 21:00:00,Historical Data,63.0
190,2020-03-27 22:00:00,Historical Data,60.0
191,2020-03-27 23:00:00,Historical Data,58.0
192,2020-03-28 00:00:00,Historical Data,40.0
193,2020-03-28 01:00:00,Historical Data,40.0
194,2020-03-28 02:00:00,Historical Data,20.0
195,2020-03-28 03:00:00,Historical Data,18.0
196,2020-03-28 04:00:00,Historical Data,25.0
197,2020-03-28 05:00:00,Historical Data,30.0
198,2020-03-28 06:00:00,Historical Data,50.0
199,2020-03-28 07:00:00,Historical Data,47.0
200,2020-03-28 08:00:00,Historical Data,55.0
201,2020-03-28 09:00:00,Historical Data,71.0
202,2020-03-28 10:00:00,Historical Data,99.0
203,2020-03-28 11:00:00,Historical Data,99.0
204,2020-03-28 12:00:00,Historical Data,99.0
205,2020-03-28 13:00:00,Historical Data,102.0
206,2020-03-28 14:00:00,Historical Data,112.0
207,2020-03-28 15:00:00,Historical Data,115.0
208,2020-03-28 16:00:00,Historical Data,107.0
209,2020-03-28 17:00:00,Historical Data,103.0
210,2020-03-28 18:00:00,Historical Data,75.0
211,2020-03-28 19:00:00,Historical Data,49.0
212,2020-03-28 20:00:00,Historical Data,76.0
213,2020-03-28 21:00:00,Historical Data,68.0
214,2020-03-28 22:00:00,Historical Data,61.0
215,2020-03-28 23:00:00,Historical Data,45.0
216,2020-03-29 00:00:00,Historical Data,30.0
217,2020-03-29 01:00:00,Historical Data,15.0
218,2020-03-29 02:00:00,Historical Data,14.0
219,2020-03-29 03:00:00,Historical Data,16.0
220,2020-03-29 04:00:00,Historical Data,18.0
221,2020-03-29 05:00:00,Historical Data,24.0
222,2020-03-29 06:00:00,Historical Data,33.0
223,2020-03-29 07:00:00,Historical Data,45.0
224,2020-03-29 08:00:00,Historical Data,50.0
225,2020-03-29 09:00:00,Historical Data,56.0
226,2020-03-29 10:00:00,Historical Data,68.0
227,2020-03-29 11:00:00,Historical Data,74.0
228,2020-03-29 12:00:00,Historical Data,66.0
229,2020-03-29 13:00:00,Historical Data,75.0
230,2020-03-29 14:00:00,Historical Data,78.0
231,2020-03-29 15:00:00,Historical Data,88.0
232,2020-03-29 16:00:00,Historical Data,82.0
233,2020-03-29 17:00:00,Historical Data,69.0
234,2020-03-29 18:00:00,Historical Data,62.0
235,2020-03-29 19:00:00,Historical Data,53.0
236,2020-03-29 20:00:00,Historical Data,70.0
237,2020-03-29 21:00:00,Historical Data,57.0
238,2020-03-29 22:00:00,Historical Data,42.0
239,2020-03-29 23:00:00,Historical Data,41.0
240,2020-03-30 00:00:00,Historical Data,32.0
241,2020-03-30 01:00:00,Historical Data,18.0
242,2020-03-30 02:00:00,Historical Data,21.0
243,2020-03-30 03:00:00,Historical Data,19.0
244,2020-03-30 04:00:00,Historical Data,34.0
245,2020-03-30 05:00:00,Historical Data,44.0
246,2020-03-30 06:00:00,Historical Data,63.0
247,2020-03-30 07:00:00,Historical Data,82.0
248,2020-03-30 08:00:00,Historical Data,112.0
249,2020-03-30 09:00:00,Historical Data,127.0
250,2020-03-30 10:00:00,Historical Data,163.0
251,2020-03-30 11:00:00,Historical Data,159.0
252,2020-03-30 12:00:00,Historical Data,167.0
253,2020-03-30 13:00:00,Historical Data,177.0
254,2020-03-30 14:00:00,Historical Data,181.0
255,2020-03-30 15:00:00,Historical Data,173.0
256,2020-03-30 16:00:00,Historical Data,186.0
257,2020-03-30 17:00:00,Historical Data,145.0
258,2020-03-30 18:00:00,Historical Data,107.0
259,2020-03-30 19:00:00,Historical Data,73.0
260,2020-03-30 20:00:00,Historical Data,83.0
261,2020-03-30 21:00:00,Historical Data,57.0
262,2020-03-30 22:00:00,Historical Data,51.0
263,2020-03-30 23:00:00,Historical Data,39.0
264,2020-03-31 00:00:00,Historical Data,35.0
265,2020-03-31 01:00:00,Historical Data,18.0
266,2020-03-31 02:00:00,Historical Data,14.0
267,2020-03-31 03:00:00,Historical Data,14.0
268,2020-03-31 04:00:00,Historical Data,21.0
269,2020-03-31 05:00:00,Historical Data,31.0
270,2020-03-31 06:00:00,Historical Data,52.0
271,2020-03-31 07:00:00,Historical Data,80.0
272,2020-03-31 08:00:00,Historical Data,120.0
273,2020-03-31 09:00:00,Historical Data,113.0
274,2020-03-31 10:00:00,Historical Data,143.0
275,2020-03-31 11:00:00,Historical Data,139.0
276,2020-03-31 12:00:00,Historical Data,139.0
277,2020-03-31 13:00:00,Historical Data,143.0
278,2020-03-31 14:00:00,Historical Data,149.0
279,2020-03-31 15:00:00,Historical Data,146.0
280,2020-03-31 16:00:00,Historical Data,172.0
281,2020-03-31 17:00:00,Historical Data,149.0
282,2020-03-31 18:00:00,Historical Data,104.0
283,2020-03-31 19:00:00,Historical Data,81.0
284,2020-03-31 20:00:00,Historical Data,90.0
285,2020-03-31 21:00:00,Historical Data,63.0
286,2020-03-31 22:00:00,Historical Data,54.0
287,2020-03-31 23:00:00,Historical Data,55.0
288,2020-04-01 00:00:00,Historical Data,36.0
289,2020-04-01 01:00:00,Historical Data,25.0
290,2020-04-01 02:00:00,Historical Data,14.0
291,2020-04-01 03:00:00,Historical Data,18.0
292,2020-04-01 04:00:00,Historical Data,29.0
293,2020-04-01 05:00:00,Historical Data,47.0
294,2020-04-01 06:00:00,Historical Data,68.0
295,2020-04-01 07:00:00,Historical Data,84.0
296,2020-04-01 08:00:00,Historical Data,120.0
297,2020-04-01 09:00:00,Historical Data,158.0
298,2020-04-01 10:00:00,Historical Data,163.0
299,2020-04-01 11:00:00,Historical Data,173.0
300,2020-04-01 12:00:00,Historical Data,198.0
301,2020-04-01 13:00:00,Historical Data,177.0
302,2020-04-01 14:00:00,Historical Data,176.0
303,2020-04-01 15:00:00,Historical Data,204.0
304,2020-04-01 16:00:00,Historical Data,163.0
305,2020-04-01 17:00:00,Historical Data,167.0
306,2020-04-01 18:00:00,Historical Data,122.0
307,2020-04-01 19:00:00,Historical Data,86.0
308,2020-04-01 20:00:00,Historical Data,81.0
309,2020-04-01 21:00:00,Historical Data,58.0
310,2020-04-01 22:00:00,Historical Data,60.0
311,2020-04-01 23:00:00,Historical Data,40.0
312,2020-04-02 00:00:00,Historical Data,37.0
313,2020-04-02 01:00:00,Historical Data,21.0
314,2020-04-02 02:00:00,Historical Data,8.0
315,2020-04-02 03:00:00,Historical Data,22.0
316,2020-04-02 04:00:00,Historical Data,27.0
317,2020-04-02 05:00:00,Historical Data,39.0
318,2020-04-02 06:00:00,Historical Data,64.0
319,2020-04-02 07:00:00,Historical Data,76.0
320,2020-04-02 08:00:00,Historical Data,106.0
321,2020-04-02 09:00:00,Historical Data,130.0
322,2020-04-02 10:00:00,Historical Data,136.0
323,2020-04-02 11:00:00,Historical Data,145.0
324,2020-04-02 12:00:00,Historical Data,166.0
325,2020-04-02 13:00:00,Historical Data,167.0
326,2020-04-02 14:00:00,Historical Data,177.0
327,2020-04-02 15:00:00,Historical Data,175.0
328,2020-04-02 16:00:00,Historical Data,131.0
329,2020-04-02 17:00:00,Historical Data,156.0
330,2020-04-02 18:00:00,Historical Data,143.0
331,2020-04-02 19:00:00,Historical Data,94.0
332,2020-04-02 20:00:00,Historical Data,76.0
333,2020-04-02 21:00:00,Historical Data,62.0
334,2020-04-02 22:00:00,Historical Data,42.0
335,2020-04-02 23:00:00,Historical Data,46.0
336,2020-04-03 00:00:00,Historical Data,37.0
337,2020-04-03 01:00:00,Historical Data,25.0
338,2020-04-03 02:00:00,Historical Data,20.0
339,2020-04-03 03:00:00,Historical Data,22.0
340,2020-04-03 04:00:00,Historical Data,23.0
341,2020-04-03 05:00:00,Historical Data,33.0
342,2020-04-03 06:00:00,Historical Data,62.0
343,2020-04-03 07:00:00,Historical Data,88.0
344,2020-04-03 08:00:00,Historical Data,120.0
345,2020-04-03 09:00:00,Historical Data,129.0
346,2020-04-03 10:00:00,Historical Data,176.0
347,2020-04-03 11:00:00,Historical Data,198.0
348,2020-04-03 12:00:00,Historical Data,164.0
349,2020-04-03 13:00:00,Historical Data,194.0
350,2020-04-03 14:00:00,Historical Data,202.0
351,2020-04-03 15:00:00,Historical Data,212.0
352,2020-04-03 16:00:00,Historical Data,176.0
353,2020-04-03 17:00:00,Historical Data,169.0
354,2020-04-03 18:00:00,Historical Data,132.0
355,2020-04-03 19:00:00,Historical Data,121.0
356,2020-04-03 20:00:00,Historical Data,89.0
357,2020-04-03 21:00:00,Historical Data,52.0
358,2020-04-03 22:00:00,Historical Data,55.0
359,2020-04-03 23:00:00,Historical Data,60.0
360,2020-04-04 00:00:00,Historical Data,45.0
361,2020-04-04 01:00:00,Historical Data,28.0
362,2020-04-04 02:00:00,Historical Data,12.0
363,2020-04-04 03:00:00,Historical Data,8.0
364,2020-04-04 04:00:00,Historical Data,24.0
365,2020-04-04 05:00:00,Historical Data,27.0
366,2020-04-04 06:00:00,Historical Data,47.0
367,2020-04-04 07:00:00,Historical Data,50.0
368,2020-04-04 08:00:00,Historical Data,61.0
369,2020-04-04 09:00:00,Historical Data,82.0
370,2020-04-04 10:00:00,Historical Data,122.0
371,2020-04-04 11:00:00,Historical Data,134.0
372,2020-04-04 12:00:00,Historical Data,127.0
373,2020-04-04 13:00:00,Historical Data,127.0
374,2020-04-04 14:00:00,Historical Data,126.0
375,2020-04-04 15:00:00,Historical Data,133.0
376,2020-04-04 16:00:00,Historical Data,114.0
377,2020-04-04 17:00:00,Historical Data,96.0
378,2020-04-04 18:00:00,Historical Data,83.0
379,2020-04-04 19:00:00,Historical Data,63.0
380,2020-04-04 20:00:00,Historical Data,61.0
381,2020-04-04 21:00:00,Historical Data,68.0
382,2020-04-04 22:00:00,Historical Data,60.0
383,2020-04-04 23:00:00,Historical Data,47.0
384,2020-04-05 00:00:00,Historical Data,32.0
385,2020-04-05 01:00:00,Historical Data,23.0
386,2020-04-05 02:00:00,Historical Data,15.0
387,2020-04-05 03:00:00,Historical Data,11.0
388,2020-04-05 04:00:00,Historical Data,13.0
389,2020-04-05 05:00:00,Historical Data,14.0
390,2020-04-05 06:00:00,Historical Data,28.0
391,2020-04-05 07:00:00,Historical Data,41.0
392,2020-04-05 08:00:00,Historical Data,62.0
393,2020-04-05 09:00:00,Historical Data,59.0
394,2020-04-05 10:00:00,Historical Data,63.0
395,2020-04-05 11:00:00,Historical Data,72.0
396,2020-04-05 12:00:00,Historical Data,67.0
397,2020-04-05 13:00:00,Historical Data,62.0
398,2020-04-05 14:00:00,Historical Data,92.0
399,2020-04-05 15:00:00,Historical Data,90.0
400,2020-04-05 16:00:00,Historical Data,112.0
401,2020-04-05 17:00:00,Historical Data,71.0
402,2020-04-05 18:00:00,Historical Data,63.0
403,2020-04-05 19:00:00,Historical Data,59.0
404,2020-04-05 20:00:00,Historical Data,64.0
405,2020-04-05 21:00:00,Historical Data,50.0
406,2020-04-05 22:00:00,Historical Data,48.0
407,2020-04-05 23:00:00,Historical Data,59.0
408,2020-04-06 00:00:00,Historical Data,37.0
409,2020-04-06 01:00:00,Historical Data,30.0
410,2020-04-06 02:00:00,Historical Data,10.0
411,2020-04-06 03:00:00,Historical Data,20.0
412,2020-04-06 04:00:00,Historical Data,31.0
413,2020-04-06 05:00:00,Historical Data,39.0
414,2020-04-06 06:00:00,Historical Data,54.0
415,2020-04-06 07:00:00,Historical Data,94.0
416,2020-04-06 08:00:00,Historical Data,98.0
417,2020-04-06 09:00:00,Historical Data,110.0
418,2020-04-06 10:00:00,Historical Data,144.0
419,2020-04-06 11:00:00,Historical Data,165.0
420,2020-04-06 12:00:00,Historical Data,151.0
421,2020-04-06 13:00:00,Historical Data,142.0
422,2020-04-06 14:00:00,Historical Data,161.0
423,2020-04-06 15:00:00,Historical Data,178.0
424,2020-04-06 16:00:00,Historical Data,148.0
425,2020-04-06 17:00:00,Historical Data,143.0
426,2020-04-06 18:00:00,Historical Data,105.0
427,2020-04-06 19:00:00,Historical Data,84.0
428,2020-04-06 20:00:00,Historical Data,61.0
429,2020-04-06 21:00:00,Historical Data,56.0
430,2020-04-06 22:00:00,Historical Data,47.0
431,2020-04-06 23:00:00,Historical Data,63.0
432,2020-04-07 00:00:00,Historical Data,35.0
433,2020-04-07 01:00:00,Historical Data,13.0
434,2020-04-07 02:00:00,Historical Data,19.0
435,2020-04-07 03:00:00,Historical Data,14.0
436,2020-04-07 04:00:00,Historical Data,24.0
437,2020-04-07 05:00:00,Historical Data,34.0
438,2020-04-07 06:00:00,Historical Data,58.0
439,2020-04-07 07:00:00,Historical Data,73.0
440,2020-04-07 08:00:00,Historical Data,117.0
441,2020-04-07 09:00:00,Historical Data,132.0
442,2020-04-07 10:00:00,Historical Data,135.0
443,2020-04-07 11:00:00,Historical Data,141.0
444,2020-04-07 12:00:00,Historical Data,121.0
445,2020-04-07 13:00:00,Historical Data,156.0
446,2020-04-07 14:00:00,Historical Data,148.0
447,2020-04-07 15:00:00,Historical Data,136.0
448,2020-04-07 16:00:00,Historical Data,144.0
449,2020-04-07 17:00:00,Historical Data,137.0
