,ds,yhat
567,2020-04-12 15:00:00,113.02654344718194
568,2020-04-12 16:00:00,109.79918984663796
569,2020-04-12 17:00:00,94.55613189927706
570,2020-04-12 18:00:00,71.31188418303965
571,2020-04-12 19:00:00,48.83743798671425
572,2020-04-12 20:00:00,34.22082151959509
573,2020-04-12 21:00:00,27.91643385804776
574,2020-04-12 22:00:00,24.481328691868022
575,2020-04-12 23:00:00,18.054945697796015
576,2020-04-13 00:00:00,7.543895308457209
577,2020-04-13 01:00:00,0.0
578,2020-04-13 02:00:00,0.0
579,2020-04-13 03:00:00,0.0
580,2020-04-13 04:00:00,6.123046228644597
581,2020-04-13 05:00:00,20.74146868085367
582,2020-04-13 06:00:00,38.48805797717929
583,2020-04-13 07:00:00,59.41006231760627
584,2020-04-13 08:00:00,82.41490802527599
585,2020-04-13 09:00:00,103.93215996517827
586,2020-04-13 10:00:00,119.76959814118675
587,2020-04-13 11:00:00,128.64858026965572
588,2020-04-13 12:00:00,133.6021771834311
589,2020-04-13 13:00:00,139.16319691886753
590,2020-04-13 14:00:00,146.53898888533604
591,2020-04-13 15:00:00,151.44651287426967
592,2020-04-13 16:00:00,147.19617687683075
593,2020-04-13 17:00:00,130.69214746758087
594,2020-04-13 18:00:00,105.96888820083537
595,2020-04-13 19:00:00,81.81909665559479
596,2020-04-13 20:00:00,65.35399623131329
597,2020-04-13 21:00:00,57.05238784859566
598,2020-04-13 22:00:00,51.49664106631984
599,2020-04-13 23:00:00,42.852126037539065
600,2020-04-14 00:00:00,30.05169568512997
601,2020-04-14 01:00:00,17.318662104296465
602,2020-04-14 02:00:00,10.208446751616513
603,2020-04-14 03:00:00,11.288298215564907
604,2020-04-14 04:00:00,19.27984184018898
605,2020-04-14 05:00:00,31.636381638909555
606,2020-04-14 06:00:00,47.19741027054797
607,2020-04-14 07:00:00,66.03061274561965
608,2020-04-14 08:00:00,87.06204981255665
609,2020-04-14 09:00:00,106.73793884676664
